song_name,duration_ms,popularity,preview_url,artists,album_name,album_type,release_date,total_tracks,album_cover_url
My will - Original Mix,322600,43,https://p.scdn.co/mp3-preview/8b6c04b14f2340e302ad35dd54c1f6ee86fc8caa?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,犬夜叉 BEST ALBUM 主題歌集,compilation,2021-12-24,15,https://i.scdn.co/image/ab67616d0000b27366861444cc50b54c11822545
My Dearest (Guilty Crown OP),415912,33,https://p.scdn.co/mp3-preview/9e5b70b1c4f15dcc05ad021252f4d914aa54177c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Theishter,My Dearest (Guilty Crown OP),single,2016-12-19,1,https://i.scdn.co/image/ab67616d0000b273561c19b5f574b1114d8f7080
Doraemon,239933,42,https://p.scdn.co/mp3-preview/e9ba4b9b1e1d12f4420142d789aa9613a0ec5e50?cid=38e2a4a43dbf4f63a749947cbcb26e74,Gen Hoshino,Doraemon,single,2018-02-28,4,https://i.scdn.co/image/ab67616d0000b2731e2d04a5ab3d84ff8b6c4f3b
Mistletoe,182946,88,,Justin Bieber,Under The Mistletoe (Deluxe Edition),album,2011-01-01,15,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d
春よ、来い,288567,56,,Yumi Matsutoya,THE DANCING SUN,album,1994-11-25,10,https://i.scdn.co/image/ab67616d0000b273204d37d5927e143fe9d2255b
Your Reality,181427,58,https://p.scdn.co/mp3-preview/7c48638c3290447ee789267ec7bbd7c5dbcfa7de?cid=38e2a4a43dbf4f63a749947cbcb26e74,Dan Salvato,Doki Doki Literature Club! (Original Soundtrack),album,2017-09-22,15,https://i.scdn.co/image/ab67616d0000b273b476857d93b23b8bb259bfb7
Believer,204346,90,,Imagine Dragons,Evolve,album,2017-06-23,12,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a
Frosty the Snowman,114000,25,https://p.scdn.co/mp3-preview/234fca2933a0142a948d15fbf23ce922a8540900?cid=38e2a4a43dbf4f63a749947cbcb26e74,Christmas Songs Classic,Instrumental Christmas Hymns,album,2022-12-11,7,https://i.scdn.co/image/ab67616d0000b27387b495f58e4b4ed5a468bd16
Don't Give Up,122000,49,https://p.scdn.co/mp3-preview/7df64b06117b72d9d597ce9ae14493421058de54?cid=38e2a4a43dbf4f63a749947cbcb26e74,Toby Fox,UNDERTALE Soundtrack,album,2015-09-15,101,https://i.scdn.co/image/ab67616d0000b27324edb22d068eb245a924b7f2
God is a woman,197546,80,,Ariana Grande,Sweetener,album,2018-08-17,15,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394
"Brave Shine (From ""Fate/stay night: Unlimited Blade Works"") - Epic Cinematic Orchestral Version",312892,16,https://p.scdn.co/mp3-preview/a90a898ada33b9f73e94458d67fd8f896fade6c1?cid=38e2a4a43dbf4f63a749947cbcb26e74,Pharozen,"Anime Meets Orchestral, Vol. 1",album,2021-09-20,19,https://i.scdn.co/image/ab67616d0000b2734152dbd7f06e3622ffc8420c
On a Clear Day,136040,54,https://p.scdn.co/mp3-preview/a1ce51d17a5ec4dafdd87a12babebf526ff8addc?cid=38e2a4a43dbf4f63a749947cbcb26e74,Joe Hisaishi,Kiki's Delivery Service Soundtrack Music Collection,album,1989-08-10,19,https://i.scdn.co/image/ab67616d0000b27333c927e353611ebb8115fc90
"Natsuhiboshi (From ""Naruto"")",108698,30,https://p.scdn.co/mp3-preview/6dd174c2e7e537dc293d3057a464fcee040f7928?cid=38e2a4a43dbf4f63a749947cbcb26e74,Akatsuki no Team,Best Anime for Chorus,album,2020-08-07,22,https://i.scdn.co/image/ab67616d0000b273be0a91508b82c665319d288d
Re:Re:,228760,63,https://p.scdn.co/mp3-preview/3a1e80bd749e4b65600c24b687d4f6f90ac4e8fa?cid=38e2a4a43dbf4f63a749947cbcb26e74,ASIAN KUNG-FU GENERATION,ソルファ,album,2004-10-20,12,https://i.scdn.co/image/ab67616d0000b27342b08c3ee667cbba84372739
The Principal,176844,67,https://p.scdn.co/mp3-preview/e363306a781a0bdcfdf02aec686684ffc8df8594?cid=38e2a4a43dbf4f63a749947cbcb26e74,Melanie Martinez,K-12,album,2019-09-06,13,https://i.scdn.co/image/ab67616d0000b2735945e0dce1af45d640cf06ea
Futari no kimochi,159300,54,https://p.scdn.co/mp3-preview/ac0d443daa58874b6e45495ffdc4d8405626c476?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kaoru Wada,"Inuyasha Original Soundtrack Album ""Inuyasha Music Collection 3""",album,2003-10-29,31,https://i.scdn.co/image/ab67616d0000b2734e35836baaf08061bbf08cad
You Are Not Alone - Remix from Final Fantasy IX,273891,5,https://p.scdn.co/mp3-preview/b61e6cd2df2c5964f7590147b4699f42ef1140ae?cid=38e2a4a43dbf4f63a749947cbcb26e74,RMaster,"Game Collection, Vol.1 (Final Fantasy)",compilation,2010,15,https://i.scdn.co/image/ab67616d0000b27319a5d9ebe61de701bcb51adf
SNOW SMILE,308306,43,https://p.scdn.co/mp3-preview/8d3685599e172a17d19b8727c06dfeb1b53818f8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Shota Shimizu,ALL SINGLES BEST,album,2015-02-25,21,https://i.scdn.co/image/ab67616d0000b273985a3f70cc107662110387f0
Lily,263893,50,https://p.scdn.co/mp3-preview/0f362e27e7b5a83c9f82eb10f86afc50d659b5bc?cid=38e2a4a43dbf4f63a749947cbcb26e74,ラックライフ,Lily,single,2019-05-08,3,https://i.scdn.co/image/ab67616d0000b2739a3b1d4975495f3e2a113cfc
START:DASH!!,257092,44,https://p.scdn.co/mp3-preview/21d92d5f17e1b6601eeacdee47074f837918d385?cid=38e2a4a43dbf4f63a749947cbcb26e74,μ's,μ's Best Album Best Live! Collection Ⅱ,album,2015-05-27,46,https://i.scdn.co/image/ab67616d0000b273c5bbe2357c5516533a195d6b
Asylums for the feeling feat. Leila Adu,429251,50,https://p.scdn.co/mp3-preview/ec802e318e0b3762cc55f81decfe61e18b848666?cid=38e2a4a43dbf4f63a749947cbcb26e74,Silent Poets,dawn,album,2018-02-07,11,https://i.scdn.co/image/ab67616d0000b273d79b4ef441a576ed1425ae18
Jingle Bell Rock,130973,89,,Bobby Helms,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),single,1957-12-02,2,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
DDU-DU DDU-DU,211350,74,,BLACKPINK,SQUARE UP,single,2018-06-15,4,https://i.scdn.co/image/ab67616d0000b273bfd46639322b597331d9ecef
Jocelyn Flores,119133,85,https://p.scdn.co/mp3-preview/df466c4bb30333c2ee904e7c876920e418d41732?cid=38e2a4a43dbf4f63a749947cbcb26e74,XXXTENTACION,17,album,2017-08-25,11,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
カラノココロ,264226,59,https://p.scdn.co/mp3-preview/0a23ec891b38271d92653b66d3d41adfee9cdbd5?cid=38e2a4a43dbf4f63a749947cbcb26e74,Anly,anly one,album,2017-04-26,14,https://i.scdn.co/image/ab67616d0000b2735de35dd240100fbb7a9728e7
I'll Face Myself -Battle- (Persona 4),181321,26,https://p.scdn.co/mp3-preview/0f78c473cda17f757113cd1bb62c74ba4925bcd7?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ferdk,Videogame Covers Vol 2,album,2014-03-03,14,https://i.scdn.co/image/ab67616d0000b273335c38031a2e8f062c7383ef
Sweet Dreams (Are Made of This) - Remastered,216933,86,https://p.scdn.co/mp3-preview/d69101dbd66295473706112d3edf978b70fc4550?cid=38e2a4a43dbf4f63a749947cbcb26e74,Eurythmics,Sweet Dreams (Are Made Of This),album,1983-01-04,16,https://i.scdn.co/image/ab67616d0000b273b3994c94dfb241923664bb4d
More Gun,193066,39,https://p.scdn.co/mp3-preview/00595ea567b99ca8e5b7221a8efc628a9b4ca08d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Valve Studio Orchestra,Fight Songs: The Music of Team Fortress 2,album,2017-04-21,33,https://i.scdn.co/image/ab67616d0000b2735195213d43bf16b2592af403
"The Queen of the Night's Vengeance Aria from The Magic Flute, K. 620",177106,10,https://p.scdn.co/mp3-preview/3f609f87d821828c00707c0755aa9082d453de28?cid=38e2a4a43dbf4f63a749947cbcb26e74,Canadian Brass,Best Of The Canadian Brass,compilation,1989-12-12,19,https://i.scdn.co/image/ab67616d0000b2735a9fc39d364426b06a31a275
going home,153826,55,https://p.scdn.co/mp3-preview/edb501e90b33d85e58ad9aaf5ea531d3952309a6?cid=38e2a4a43dbf4f63a749947cbcb26e74,Shiro SAGISU,TV Animation BLEACH Original Soundtrack 1,album,2005-05-18,25,https://i.scdn.co/image/ab67616d0000b273bd3814048a90a816b93a96bf
"Kawaita Sakebi (From ""Yu-Gi-Oh!"")",71648,18,https://p.scdn.co/mp3-preview/ab64d1a95863d50d70f3faadc5e50a284b31dbfd?cid=38e2a4a43dbf4f63a749947cbcb26e74,PelleK,Evolution of Anime Openings,album,2018-09-11,23,https://i.scdn.co/image/ab67616d0000b273457db522c583c4e77a3d833c
"K.K. Bossa (From ""Animal Crossing"")",190666,40,https://p.scdn.co/mp3-preview/b4001471f10b081f9feebdc1223d8dcdcd25c61c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Lofi Lia,Season One,album,2020-08-04,40,https://i.scdn.co/image/ab67616d0000b27373f097faabea06e7790907a6
Divine Bloodlines / from Akumajo Dracula X Rondo of Blood,107906,43,https://p.scdn.co/mp3-preview/5f8a45acf449772e4bec017d29d3aec3f953488c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Castlevania Sound Team,Akumajo Dracula Harmony of Despair ORIGINAL SOUNDTRACK SELECTION,album,2011,39,https://i.scdn.co/image/ab67616d0000b273414c30d398cd7e5fd51871dc
Yakuza,157894,46,https://p.scdn.co/mp3-preview/97280849317b15c459d893aefc189f37ab6ca3fe?cid=38e2a4a43dbf4f63a749947cbcb26e74,DMH,Yakuza,single,2024-01-10,1,https://i.scdn.co/image/ab67616d0000b27322c543d572ab2a8a3afa104b
As You Wish,195667,57,https://p.scdn.co/mp3-preview/1b45555407287cf6b17cfacbd8ed13b54c4881e1?cid=38e2a4a43dbf4f63a749947cbcb26e74,WJSN,As You Wish,single,2019-11-19,7,https://i.scdn.co/image/ab67616d0000b27375a05a342311ea842c4deec6
Triple Baka,236355,47,https://p.scdn.co/mp3-preview/906cc2e5741afb630c13f01fa1d78e0fbe47513f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Animehk,Triple Baka,single,2020-11-11,1,https://i.scdn.co/image/ab67616d0000b273fc18f36c3c8dc5b552dfa57f
Bittersweet Tragedy,287026,58,https://p.scdn.co/mp3-preview/529b448062f215413a3348bfc44db9a8a2dfd943?cid=38e2a4a43dbf4f63a749947cbcb26e74,Melanie Martinez,Dollhouse,single,2014-05-19,4,https://i.scdn.co/image/ab67616d0000b2734518c57584339120db254db3
this is halloween ~ the nightmare before christmas lofi,86826,34,https://p.scdn.co/mp3-preview/21ada45112acbf6812f21213b891c95702ec1565?cid=38e2a4a43dbf4f63a749947cbcb26e74,Closed on Sunday,this is halloween ~ the nightmare before christmas lofi,single,2020-10-21,1,https://i.scdn.co/image/ab67616d0000b27379ad505fe1bfb7a7a877c457
Love Shot,200306,75,https://p.scdn.co/mp3-preview/6dfba7ccc087143e366681ec4ce175c8cbcaa419?cid=38e2a4a43dbf4f63a749947cbcb26e74,EXO,LOVE SHOT– The 5th Album Repackage,album,2018-12-13,15,https://i.scdn.co/image/ab67616d0000b273f7da7c0f322b7a1c95190d92
Planet Calm,190000,64,https://p.scdn.co/mp3-preview/c7dc4a918ada02b54bc97ebda7c2eb28aa633b6d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Rebootist,Talking Souls,single,2023-02-20,4,https://i.scdn.co/image/ab67616d0000b2730ee6789714b2822e1bf07e6c
"Hitorigoto ""Eromanga Sensei""",129440,10,https://p.scdn.co/mp3-preview/5bfbdb2566392267d08ce1c92d96e4eaed278a82?cid=38e2a4a43dbf4f63a749947cbcb26e74,Relaxu,"Animusic Box Collection, Vol. 5",album,2023-06-29,12,https://i.scdn.co/image/ab67616d0000b273467b08c2a5860286bf77ad57
"Waltz No. 1, Collapse",156038,59,https://p.scdn.co/mp3-preview/ab02a4c803ab4f5b2a854e31f97d613480f9940e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Hikaru Shirosu,Op. 1: Multiverse,album,2022-06-01,10,https://i.scdn.co/image/ab67616d0000b273775d98d2a57f983e47c2066d
Labyrinth,280813,59,https://p.scdn.co/mp3-preview/a1cfa633a26e0f51c81cbd9a73ba16ad8b726729?cid=38e2a4a43dbf4f63a749947cbcb26e74,CG5,Labyrinth,single,2017-12-16,2,https://i.scdn.co/image/ab67616d0000b273f6de44ab0232c9c7626e61e5
Stream,161506,35,https://p.scdn.co/mp3-preview/9f639f8bd756640cc58d0d17eaa5bb79bd4dbd0a?cid=38e2a4a43dbf4f63a749947cbcb26e74,Masaaki Kishibe,Stream,single,2022-04-19,1,https://i.scdn.co/image/ab67616d0000b273f49e65c1503dc51274c1d2cd
"The Name of Life (From ""Spirited Away"") [Piano Version]",256500,53,https://p.scdn.co/mp3-preview/1e902bf45cd8baaac07d3e191c072e102ed1376f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Streaming Music Studios,Spirited Away - A Studio Ghibli Piano Collection,album,2019-05-29,7,https://i.scdn.co/image/ab67616d0000b273b71a252a493474498f38a726
暁のヨナ Short ver./Akatsuki-no-YONA Short ver.,95693,36,https://p.scdn.co/mp3-preview/56d05472a402b4e62c57004f3c005f7a0d8942ae?cid=38e2a4a43dbf4f63a749947cbcb26e74,梁 邦彦,アニメ『暁のヨナ』オリジナル・サウンドトラック,album,2015-03-18,25,https://i.scdn.co/image/ab67616d0000b27367b0115c33c407ea7705adea
Bad ∞ End ∞ Night,248333,52,https://p.scdn.co/mp3-preview/9177e8727b17b3f177b8c828f78e1e13bdef4df1?cid=38e2a4a43dbf4f63a749947cbcb26e74,Hitoshizuku and Yama,After the partY,album,2013-06-05,9,https://i.scdn.co/image/ab67616d0000b2730a4170870f743156e6c92806
"Gourmet Race (From ""Kirby Super Star"")",195510,47,https://p.scdn.co/mp3-preview/e4a4bda78ec4c493e456ec5f05b41cb89d30eaec?cid=38e2a4a43dbf4f63a749947cbcb26e74,Qumu,Year 7,album,2021-09-13,21,https://i.scdn.co/image/ab67616d0000b2734366c48ae7d8dce239c62c47
Fuwa Fuwa Time,239000,50,https://p.scdn.co/mp3-preview/a2c3959da4bff818325d2c87037d9da2bc915c2d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Sakurakou K-ON Bu,"Fuwa Fuwa Time (From ""K-On!"")",album,2017-03-23,8,https://i.scdn.co/image/ab67616d0000b273dbb7fed72ad0252a51f386f2
Lum's Love Song (from Urusei Yatsura),160473,10,https://p.scdn.co/mp3-preview/880387970cb3e3dd8457e8246f32ad39bcf6f95c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Animenzz,Songs from Anime,album,2022-01-23,25,https://i.scdn.co/image/ab67616d0000b273b76fa5e57afc3b854d8a7652
"Believe in Myself (From ""Fairy Tail"")",201000,38,https://p.scdn.co/mp3-preview/b561bb4bf69ccd08bbac30ebfcd7e1b1965226e3?cid=38e2a4a43dbf4f63a749947cbcb26e74,AmaLee,Nostalgia V,album,2018-09-08,12,https://i.scdn.co/image/ab67616d0000b2735925f744886665d7867b773c
Main Theme,199132,35,https://p.scdn.co/mp3-preview/38439479446580066875185dc74e889528d2e88b?cid=38e2a4a43dbf4f63a749947cbcb26e74,Jupiter Productions,LOFI Yu-Gi-Oh (Relaxing Beats to Duel to),album,2021-05-07,10,https://i.scdn.co/image/ab67616d0000b273556ba54be9ebfe23f0ebb16f
Dear Little Brother...,73220,50,https://p.scdn.co/mp3-preview/b455ba5d8528a77b341faa51da949305a0ef9d7b?cid=38e2a4a43dbf4f63a749947cbcb26e74,Omori,"Omori (Original Game Soundtrack), Pt. 2",album,2020-12-25,51,https://i.scdn.co/image/ab67616d0000b27395a158cfb5c145340c771bed
vampire killer (castlevania lofi),164571,25,https://p.scdn.co/mp3-preview/b7c8c10a6718b01f06c09af664ca42f47057d098?cid=38e2a4a43dbf4f63a749947cbcb26e74,bad at math.,vampire killer (castlevania lofi),single,2023-10-09,1,https://i.scdn.co/image/ab67616d0000b2732621fe812a2ff609259a3147
Here Comes Santa Claus,115688,49,https://p.scdn.co/mp3-preview/7ebb23ec94029b19fdcdabf91423d6922f0a407d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Nursery Rhymes ABC,Christmas Carols for Kids - Xmas Songs for Children,album,2021-11-05,22,https://i.scdn.co/image/ab67616d0000b273ad126947bfedef2fa6eea276
Guren [from Naruto Shippuuden],229780,45,https://p.scdn.co/mp3-preview/fd69fd7814dac49ee01170fdbb2902afcaaef5f6?cid=38e2a4a43dbf4f63a749947cbcb26e74,Bird Of Pray,Best Sad Songs from Naruto,album,2012-12-07,13,https://i.scdn.co/image/ab67616d0000b273760d81cefd2c8cade93a812c
RIVER,281093,40,https://p.scdn.co/mp3-preview/7d814eb81edb8e150be3859ca146b6facca95253?cid=38e2a4a43dbf4f63a749947cbcb26e74,AKB48,RIVER,single,2009-10-21,3,https://i.scdn.co/image/ab67616d0000b273cf7b38a5bd0b39ffcc562e4b
Daddy Issues,260173,88,https://p.scdn.co/mp3-preview/d79918fba2888bf825a5edc938ce1f79ed12ff7b?cid=38e2a4a43dbf4f63a749947cbcb26e74,The Neighbourhood,Wiped Out!,album,2015-10-30,11,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685
Walk Like an Egyptian,203226,59,https://p.scdn.co/mp3-preview/2b0cc8037fa118a7d43b659fc52106b29cd2d1a7?cid=38e2a4a43dbf4f63a749947cbcb26e74,The Bangles,Different Light (Expanded Edition),album,1986,20,https://i.scdn.co/image/ab67616d0000b2734aaad3bb593721bcaa6827d6
"Esperanto (From ""Mega Man Zero 4"") [Metal Version]",205655,13,https://p.scdn.co/mp3-preview/eb11f4bf467721e016a5ad0f562a7b60af009373?cid=38e2a4a43dbf4f63a749947cbcb26e74,ToxicxEternity,"Esperanto (From ""Mega Man Zero 4"") [Metal Version]",single,2020-03-12,1,https://i.scdn.co/image/ab67616d0000b273d67128c78fd614eb61794831
BUG,171612,60,https://p.scdn.co/mp3-preview/a598b4e3fc18587d13645d3ff4956122ac9feb34?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kairikibear,BUG,single,2022-07-09,1,https://i.scdn.co/image/ab67616d0000b2736b4536bbcc18e172b3602a2a
"Asphyxia (From ""Tokyo Ghoul:Re"")",98445,24,https://p.scdn.co/mp3-preview/72858d4b336aca1b0be2d2d962be3a3dec7eaa32?cid=38e2a4a43dbf4f63a749947cbcb26e74,Fonzi M,"Anime Piano Music Collection in Spring, Vol. 2",album,2018-04-20,7,https://i.scdn.co/image/ab67616d0000b273cbfd0477afaa217274ed140a
"IceCap Zone - Act 1 (from ""Sonic the Hedgehog 3"") - Lo-Fi Edit",165053,19,https://p.scdn.co/mp3-preview/19dc4d3755eb211d4c1d59bebb2098cf0e90314b?cid=38e2a4a43dbf4f63a749947cbcb26e74,LoFi VGM,Video Game LoFi: A Winter's Tale,album,2022-11-25,15,https://i.scdn.co/image/ab67616d0000b273cc4ddaebb3abc647ab13ee67
Makenai Ai Ga Kitto Aru (Megaman X4 / Rockman X4),293400,30,https://p.scdn.co/mp3-preview/7722ce23520ec4140f6eb1c2682fe0e2656d92a3?cid=38e2a4a43dbf4f63a749947cbcb26e74,Berioska,Makenai Ai Ga Kitto Aru (Megaman X4 / Rockman X4),single,2020-08-20,1,https://i.scdn.co/image/ab67616d0000b273abb7ea62a698bae17fc2cde5
Love Letter,178916,55,https://p.scdn.co/mp3-preview/a54f4734baca25ed198346e31827a9338199cad0?cid=38e2a4a43dbf4f63a749947cbcb26e74,SEVENTEEN,SEVENTEEN 1ST ALBUM [FIRST ‘LOVE&LETTER’],album,2016-04-25,10,https://i.scdn.co/image/ab67616d0000b273deeee778a591e7032c1bdc80
Impossible Weight - feat. Sharon Van Etten,202493,44,https://p.scdn.co/mp3-preview/3b6fe8efb8ffc9287fc089dba59144c91a3f4a21?cid=38e2a4a43dbf4f63a749947cbcb26e74,Deep Sea Diver,Impossible Weight,album,2020-10-16,10,https://i.scdn.co/image/ab67616d0000b27384747136a6da435f9fd1eb11
Magic Shop,275695,71,https://p.scdn.co/mp3-preview/572e90c2c0eefc57a94d74dfe1e3c18c364ab32c?cid=38e2a4a43dbf4f63a749947cbcb26e74,BTS,Love Yourself 轉 'Tear',album,2018-05-18,11,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781
幽雅に咲かせ、墨染の桜 ~ Border of Life,290805,35,https://p.scdn.co/mp3-preview/68dc148ca181d9ffe9da0d9ee2f99392ea37b755?cid=38e2a4a43dbf4f63a749947cbcb26e74,上海アリス幻樂団,東方妖々夢 ~ Perfect Cherry Blossm. サウンドトラック,album,2003-08-17,20,https://i.scdn.co/image/ab67616d0000b273436916538cba185030c24185
"The Mine Song (From ""Lazy Town"")",162166,23,https://p.scdn.co/mp3-preview/32f380f3a4a4b6322eff84a779d236f56f6f7cb6?cid=38e2a4a43dbf4f63a749947cbcb26e74,Geek Music,"The Mine Song (From ""Lazy Town"")",single,2021-03-14,1,https://i.scdn.co/image/ab67616d0000b27397bf4b7e66c498b5603ff380
ステップ！ - GAME VERSION,130149,47,https://p.scdn.co/mp3-preview/831e3c1fd13fae0c661acde1d7273b6cd8df3705?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,THE IDOLM@STER CINDERELLA GIRLS STARLIGHT MASTER SERIES GAME VERSION SONG COLLECTION Vol.1,compilation,2023-02-28,15,https://i.scdn.co/image/ab67616d0000b2733dfc7433c4c04f245305a664
Astronomia,198095,68,https://p.scdn.co/mp3-preview/8ce562597eb35aa278605dcbbf86e6e061124f9e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Vicetone,Astronomia,single,2016-09-16,1,https://i.scdn.co/image/ab67616d0000b27345c900291d08ed323fcd6309
Remember to Be Patient,99387,50,https://p.scdn.co/mp3-preview/1a0d4e2f7b9f02b2a506c0833c65e8affe11fa88?cid=38e2a4a43dbf4f63a749947cbcb26e74,Omori,"Omori (Original Game Soundtrack), Pt.3",album,2020-12-25,59,https://i.scdn.co/image/ab67616d0000b273b080961348b7c4402e0186e9
Fisherman's Horizon (Final Fantasy VIII),292946,37,https://p.scdn.co/mp3-preview/ec42aa03241a362b1839fbf66e9b26b086e71c54?cid=38e2a4a43dbf4f63a749947cbcb26e74,Nobuo Uematsu,Distant Worlds: Music from Final Fantasy,album,2007-12-04,13,https://i.scdn.co/image/ab67616d0000b27344036a5c0d16b6ed97d28519
Main Theme - The Legend of Zelda: Breath of the Wild Suite for Two Pianos,124232,28,https://p.scdn.co/mp3-preview/d8ee37011bd7ff58a4bccd960c7b8f5a5a18c724?cid=38e2a4a43dbf4f63a749947cbcb26e74,Tim Burnelis,Main Theme - The Legend of Zelda: Breath of the Wild Suite for Two Pianos,single,2020-04-24,1,https://i.scdn.co/image/ab67616d0000b27380795e536e4e50509761ac3c
Tetap Dalam Jiwa,209293,69,https://p.scdn.co/mp3-preview/1c978a6b2afc516e58febff5c4a286112d2459ab?cid=38e2a4a43dbf4f63a749947cbcb26e74,Isyana Sarasvati,EXPLORE!,album,2015-11-25,10,https://i.scdn.co/image/ab67616d0000b273714fc63956d45e97196c7af7
My Demons,288036,74,,STARSET,Transmissions (Deluxe Version),album,2014,20,https://i.scdn.co/image/ab67616d0000b2734133716cfc80f0a138dc5719
Your Best Friend,350233,41,https://p.scdn.co/mp3-preview/026134779f11b67f553718b6d411a7a3c4d52bf4?cid=38e2a4a43dbf4f63a749947cbcb26e74,Mai Kuraki,倉木麻衣×名探偵コナン COLLABORATION BEST 21 -真実はいつも歌にある!-,album,2021-03-06,21,https://i.scdn.co/image/ab67616d0000b273439ca7ef2ce81624e7ee3b7a
distance,187346,58,https://p.scdn.co/mp3-preview/1d1065e37c77f407da5d6da72a92c56589cf16a4?cid=38e2a4a43dbf4f63a749947cbcb26e74,Long Shot Party,LONG SHOT PARTY,album,2010-07-28,8,https://i.scdn.co/image/ab67616d0000b27317365c5e16dd8a2ed1d81760
Chained Up,192921,52,https://p.scdn.co/mp3-preview/c3042630b8cf32062fc2b3e49fe69e0cd6b6577a?cid=38e2a4a43dbf4f63a749947cbcb26e74,VIXX,Chained Up,album,2015-11-10,14,https://i.scdn.co/image/ab67616d0000b273fc4772c90403650d9e5b30f0
"Smile for You (From ""Sword Art Online -Ordinal Scale-"")",194986,21,https://p.scdn.co/mp3-preview/59dcf3baa3bc99e0c761289fe43eec64bd1834bc?cid=38e2a4a43dbf4f63a749947cbcb26e74,daigoro789,Sword Art Online Piano Collections,album,2018-04-17,24,https://i.scdn.co/image/ab67616d0000b2733bf46040d559a8d9447cffe5
タイニーリトル・アジアンタム,351000,50,https://p.scdn.co/mp3-preview/1a5b93e073272e9613350b568e07791344ed44a8?cid=38e2a4a43dbf4f63a749947cbcb26e74,ShibayanRecords,TOHO BOSSA NOVA 2,album,2013-05-26,11,https://i.scdn.co/image/ab67616d0000b273b5e4671be3aef84f2aacd930
NARUTO Main Theme,266920,55,https://p.scdn.co/mp3-preview/244a28ec247acec10c5ec7c61e3794138015026b?cid=38e2a4a43dbf4f63a749947cbcb26e74,Toshio Masuda,NARUTO -ナルト- オリジナルサウンドトラック,album,2003-03-19,20,https://i.scdn.co/image/ab67616d0000b2736d1c1a631e1b46ccc32eaee2
